65,BXIZZB002V010011,It is foolish to plan for the future as many times it is the fate that decides the way things happen,-5,0,0,3,-3,1,3,-3,-2,-5,1,5,-5,-5,-4,-2,-5,-1,-1,-3,-5,3,-3,-4,-4,-3,-5,-4,3,-5,-5,-4,0,-5,3,-5,-5,-5,-4,-5,-2,-4,2,-4,-5,-4,-3,-5,-4,-3,-2,-5,-4,-2,-2,-5,0,-4,-4,-5,3,3,-5,-3,4,-5,1,-2,0,3,0,0,3,1,-4,-3,2,-3,0,1,-3,2,-3,0,-3,-3,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-2,-2,-5,-5,-5,-5,5,5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,-5,-5,-5,-5,-5,-5,-2,-2,2,2,-2,-2,-4,-4,-5,-5,5,5,-2,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-2,-2,4,4,-3,-3,4,4,-5,-5,3,3,3,3,-3,-3,-5,-5,-3,-3,-3,-3,-2,-2,3,3,4,4,5,5,5,5,-5,-5,5,5,-5,-5,5,5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,-5,-5
66,BXIZZB002V010012,I set goals to become successful in business,5,5,4,5,5,3,4,4,4,5,1,5,5,5,5,0,5,2,3,0,5,4,3,5,5,4,5,4,5,5,4,5,5,4,5,3,5,5,5,4,4,4,5,5,5,5,4,5,3,5,5,4,5,4,5,5,3,5,4,5,4,5,5,4,5,5,2,3,4,2,0,2,5,1,4,-1,2,3,0,2,2,2,-5,3,1,4,3,3,4,4,4,4,5,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,3,3,5,5,5,5,0,0,5,5,5,5,5,5,4,4,5,5,3,3,3,3,5,5,5,5,4,4,5,5,4,4,5,5,4,4,5,5,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
67,BXIZZB002V010013,"When working in a group, I prefer being “in command” rather than being a follower.",-5,4,4,5,3,3,4,4,3,5,2,4,5,5,3,0,4,2,2,5,4,5,1,2,3,2,4,3,4,5,4,5,4,4,3,3,3,0,4,4,4,4,5,3,5,5,3,4,4,4,3,-2,0,4,3,5,3,5,2,3,4,5,5,4,5,5,1,4,2,2,-5,0,5,-1,0,5,0,3,0,2,4,5,2,0,-3,5,4,4,3,3,-4,-4,4,4,-3,-3,-4,-4,3,3,3,3,4,4,-4,-4,3,3,3,3,4,4,-5,-5,-5,-5,3,3,-3,-3,2,2,1,1,4,4,2,2,0,0,5,5,3,3,5,5,4,4,4,4,4,4,-5,-5,-5,-5,3,3,2,2,1,1,5,5,-5,-5,5,5,5,5,2,2,5,5,1,1,4,4,3,3,4,4,5,5,1,1,-5,-5,2,2,-5,-5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,-4,-4,5,5
68,BXIZZB002V010014,Most leaders have reached their positions because they were lucky enough to be in the right place at the right time.,-2,4,2,-4,-3,1,4,-3,0,0,1,0,-4,-5,-5,-1,4,2,-4,0,0,-5,-3,-3,2,2,2,1,3,-2,-4,-5,-4,-5,1,-5,-2,-1,2,-3,5,3,-5,3,4,-3,-2,-5,-4,-2,-4,-4,-5,4,0,-5,1,-2,-5,-4,4,5,5,-3,5,2,1,3,5,4,0,1,3,1,-3,0,2,2,0,3,5,-4,-4,2,-3,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,-5,-5,-2,-2,-5,-5,-2,-2,-3,-3,-5,-5,-5,-5,0,0,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,0,0,-5,-5,-5,-5,5,5,-5,-5,1,1,-1,-1,-5,-5,5,5,-4,-4,-5,-5,-3,-3,3,3,-5,-5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,5,5,-5,-5,5,5,4,4,-5,-5,0,0,-3,-3,-5,-5,-5,-5
69,BXIZZB002V010015,I look forward to returning to work when I am away from my work.,5,3,4,5,-1,1,5,5,4,5,1,4,5,0,5,3,5,1,3,0,4,5,3,5,4,3,5,2,3,5,3,4,5,5,4,4,5,5,5,4,2,3,3,5,3,5,3,5,5,4,4,3,5,5,5,5,4,5,5,4,3,5,5,4,5,1,3,4,5,2,0,1,2,1,4,3,2,3,0,2,4,4,5,3,4,4,-5,-5,0,0,4,4,5,5,5,5,3,3,-5,-5,-5,-5,-5,-5,-5,-5,3,3,4,4,3,3,5,5,0,0,5,5,5,5,0,0,4,4,-5,-5,3,3,3,3,4,4,5,5,4,4,-5,-5,4,4,5,5,5,5,5,5,2,2,-4,-4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-5,-5
70,BXIZZB002V010016,I figure out which things I do not understand well and adjust my strategies accordingly.,5,2,4,5,5,0,4,3,4,5,0,4,5,5,4,4,5,1,4,5,3,3,4,4,3,3,4,4,5,5,4,2,5,5,5,4,3,5,5,5,4,2,5,3,4,5,-3,5,3,4,4,4,5,4,4,5,3,3,4,4,3,2,5,4,5,5,3,3,-2,3,5,3,5,2,0,3,0,4,0,1,4,4,5,-1,3,4,2,2,3,3,4,4,5,5,4,4,4,4,5,5,5,5,3,3,4,4,5,5,2,2,-3,-3,5,5,-5,-5,5,5,4,4,4,4,4,4,5,5,4,4,3,3,5,5,3,3,3,3,2,2,4,4,5,5,4,4,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,4,4,4,4,5,5,5,5,-2,-2,5,5,5,5,5,5,-5,-5,-5,-5,-5,-5,4,4,5,5,5,5,5,5,4,4,-5,-5
71,BXIZZB002V010017,I can remain calm when facing difficulties because I can rely on my coping abilities.,5,4,4,5,4,3,4,3,1,0,0,0,0,0,3,3,5,1,2,5,0,3,3,5,5,3,4,4,5,5,3,5,5,5,-3,4,3,4,4,4,5,3,4,-2,4,4,0,5,5,3,4,4,3,3,5,5,3,5,4,4,3,4,5,5,4,5,2,4,5,2,2,4,5,2,2,2,2,2,0,2,3,3,4,2,3,3,5,5,4,4,4,4,5,5,5,5,4,4,5,5,3,3,4,4,4,4,4,4,5,5,5,5,5,5,0,0,5,5,5,5,5,5,4,4,5,5,2,2,4,4,5,5,-2,-2,4,4,5,5,4,4,5,5,5,5,3,3,3,3,3,3,5,5,5,5,4,4,5,5,5,5,4,4,5,5,0,0,4,4,3,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
72,BXIZZB002V010018,My work gives me maximum joy and satisfaction,5,4,4,5,4,3,5,4,3,5,1,5,5,5,5,4,4,3,4,4,5,5,-2,5,5,4,5,5,5,5,4,5,4,5,5,3,4,5,5,5,4,5,5,5,5,4,5,5,4,3,5,3,5,4,5,5,3,5,5,5,4,5,5,5,5,5,1,4,5,1,0,3,5,-1,3,3,3,3,0,2,2,3,5,3,4,4,4,4,4,4,5,5,5,5,5,5,4,4,5,5,0,0,4,4,5,5,4,4,3,3,5,5,5,5,0,0,3,3,5,5,5,5,5,5,5,5,5,5,3,3,5,5,4,4,0,0,5,5,4,4,5,5,4,4,5,5,2,2,2,2,4,4,5,5,3,3,5,5,5,5,4,4,5,5,0,0,0,0,4,4,5,5,4,4,5,5,5,5,4,4,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
73,BXIZZB002V010019,Other people think I don’t work very hard.,-5,-2,-2,5,0,0,4,-2,0,0,1,4,-5,-3,0,-5,-4,3,1,-5,-3,-5,-4,-4,-4,3,0,-5,2,-5,-4,-5,3,-5,-3,-5,2,-5,-4,-5,3,-4,2,-5,0,-5,-2,-5,-2,-5,2,1,-4,-2,-1,-5,1,-4,-5,-5,4,-4,5,-4,5,-5,-2,2,-5,1,0,4,-4,1,1,4,0,-3,0,3,5,-3,1,-4,-2,-3,1,1,-1,-1,-5,-5,5,5,3,3,4,4,-5,-5,1,1,4,4,5,5,0,0,4,4,-5,-5,-5,-5,0,0,-4,-4,3,3,4,4,4,4,3,3,-3,-3,-2,-2,-5,-5,4,4,-4,-4,-5,-5,3,3,-5,-5,4,4,-5,-5,-3,-3,-4,-4,-2,-2,-5,-5,-5,-5,5,5,5,5,-3,-3,5,5,-3,-3,-3,-3,4,4,4,4,-5,-5,-5,-5,-5,-5,2,2,5,5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,5,-5,-5,-5,-5
74,BXIZZB002V010020,"When confronted with a problem, I can usually find several solutions.",5,2,4,3,4,3,3,3,3,5,0,5,5,5,4,3,4,2,1,5,3,5,3,4,3,4,5,4,5,5,5,5,4,4,4,3,5,5,5,4,2,4,5,5,4,5,4,5,4,4,4,3,5,4,3,4,4,5,4,5,4,5,4,5,5,5,2,0,5,3,0,4,3,-1,4,5,3,3,0,2,2,4,2,0,2,3,4,4,3,3,3,3,5,5,5,5,3,3,5,5,5,5,4,4,3,3,3,3,3,3,3,3,5,5,0,0,4,4,4,4,5,5,5,5,4,4,1,1,4,4,5,5,3,3,3,3,5,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,4,5,5,-1,-1,-5,-5,5,5,-5,-5,-5,-5,3,3,4,4,5,5,4,4,5,5,4,4,5,5,-5,-5,5,5,5,5,3,3,5,5,5,5,0,0,5,5,5,5,5,5
